Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
5,5-4-1,52,6,2,15,2,1.35-0.65,3.01+1.01,-1.66,2.34,5.21,2019,Bordeaux
6,4-5-1,32,7,1,7,2,0.54-0.46,2.85+0.85,-2.31,1.51,8.02,2019,Bordeaux
7,4-3-3,22,4,0,3,1,0.16+0.16,1.03+0.03,-0.88,0.64,4.23,2019,Bordeaux
8,3-1-4-2,10,0,0,2,1,0.00,0.43-0.57,-0.43,0.00,3.88,2019,Bordeaux
9,4-4-2,10,0,0,2,0,0.00,0.05+0.05,-0.05,0.00,0.45,2019,Bordeaux
10,4-4-1-1,10,0,0,1,0,0.00,0.19+0.19,-0.19,0.00,1.73,2019,Bordeaux
11,3-5-2,4,1,0,2,0,0.02+0.02,0.12+0.12,-0.10,0.44,2.60,2019,Bordeaux
1,4-2-3-1,1780,230,19,174,16,22.90+3.90,15.82-0.18,7.08,1.16,0.80,2019,Nantes
2,4-4-2,445,60,5,65,8,6.17+1.17,9.59+1.59,-3.42,1.25,1.94,2019,Nantes
3,4-4-1-1,316,34,3,50,5,2.43-0.57,4.12-0.88,-1.69,0.69,1.17,2019,Nantes
4,4-3-3,94,14,1,13,2,1.53+0.53,1.21-0.79,0.32,1.46,1.15,2019,Nantes
1,4-2-3-1,1117,130,13,173,13,9.78-3.22,16.00+3.00,-6.21,0.79,1.29,2019,Brest
2,4-4-2,700,105,13,97,10,12.58-0.42,11.10+1.10,1.48,1.62,1.43,2019,Brest
3,4-3-3,562,60,7,96,7,7.06+0.06,12.42+5.42,-5.36,1.13,1.99,2019,Brest
4,4-5-1,162,14,0,31,4,1.88+1.88,3.56-0.44,-1.68,1.05,1.98,2019,Brest
5,5-3-2,74,13,0,13,3,0.65+0.65,1.70-1.30,-1.04,0.80,2.07,2019,Brest
6,4-1-2-1-2,23,3,1,1,0,0.16-0.84,0.10+0.10,0.06,0.63,0.38,2019,Brest
1,4-3-3,2331,259,22,346,28,20.57-1.43,33.72+5.72,-13.14,0.79,1.30,2019,Metz
2,4-2-3-1,186,29,3,26,6,2.09-0.91,2.18-3.82,-0.08,1.01,1.05,2019,Metz
3,3-5-2,94,18,1,12,1,1.51+0.51,0.51-0.49,1.00,1.45,0.49,2019,Metz
4,4-4-1-1,15,1,0,1,0,0.03+0.03,0.10+0.10,-0.08,0.16,0.62,2019,Metz
5,5-4-1,10,1,0,1,0,0.10+0.10,0.06+0.06,0.04,0.88,0.52,2019,Metz
6,4-3-1-2,7,2,1,2,0,0.39-0.61,0.02+0.02,0.37,5.00,0.27,2019,Metz
1,4-2-3-1,1322,165,13,201,20,13.06+0.06,20.51+0.51,-7.45,0.89,1.40,2019,Dijon
2,4-4-2,414,61,8,61,3,6.28-1.72,5.84+2.84,0.45,1.37,1.27,2019,Dijon
3,4-1-4-1,343,43,2,47,6,2.82+0.82,4.46-1.54,-1.64,0.74,1.17,2019,Dijon
4,4-3-3,195,28,1,29,3,2.76+1.76,2.05-0.95,0.71,1.27,0.95,2019,Dijon
5,3-5-2,93,5,0,13,2,0.74+0.74,3.07+1.07,-2.34,0.71,2.98,2019,Dijon
6,3-4-2-1,77,6,0,19,3,0.19+0.19,3.95+0.95,-3.76,0.22,4.61,2019,Dijon
7,4-4-1-1,74,8,1,11,0,0.87-0.13,0.93+0.93,-0.06,1.06,1.13,2019,Dijon
8,4-1-2-1-2,50,14,1,7,0,0.93-0.07,0.79+0.79,0.13,1.67,1.43,2019,Dijon
9,4-5-1,43,3,1,8,0,0.53-0.47,0.38+0.38,0.15,1.12,0.80,2019,Dijon
10,3-4-3,13,4,0,2,0,0.47+0.47,0.16+0.16,0.30,3.24,1.13,2019,Dijon
1,4-2-3-1,1082,143,15,145,16,14.16-0.84,14.44-1.56,-0.28,1.18,1.20,2019,Saint-Etienne
2,3-4-2-1,765,81,8,79,10,7.39-0.61,8.72-1.28,-1.33,0.87,1.03,2019,Saint-Etienne
3,3-4-1-2,184,16,1,14,1,1.16+0.16,1.08+0.08,0.07,0.57,0.53,2019,Saint-Etienne
4,4-4-2,182,19,1,27,6,2.20+1.20,4.21-1.79,-2.01,1.09,2.08,2019,Saint-Etienne
5,4-3-3,151,19,1,14,5,1.14+0.14,2.62-2.38,-1.48,0.68,1.56,2019,Saint-Etienne
6,4-1-2-1-2,63,9,0,15,3,0.89+0.89,3.22+0.22,-2.33,1.28,4.60,2019,Saint-Etienne
7,3-4-3,47,5,2,3,0,1.27-0.73,0.19+0.19,1.08,2.43,0.37,2019,Saint-Etienne
8,4-1-4-1,44,5,0,5,0,0.24+0.24,0.96+0.96,-0.72,0.49,1.97,2019,Saint-Etienne
9,4-4-1-1,30,2,0,7,0,0.68+0.68,0.34+0.34,0.33,2.03,1.03,2019,Saint-Etienne
10,4-2-2-2,28,5,0,3,2,0.89+0.89,0.68-1.32,0.21,2.85,2.18,2019,Saint-Etienne
11,5-3-2,27,2,0,6,1,0.07+0.07,0.43-0.57,-0.36,0.23,1.42,2019,Saint-Etienne
12,4-5-1,14,0,0,4,1,0.00,0.82-0.18,-0.82,0.00,5.24,2019,Saint-Etienne
13,3-1-4-2,13,1,1,2,0,0.76-0.24,0.38+0.38,0.38,5.26,2.66,2019,Saint-Etienne
1,4-2-3-1,818,119,16,94,7,12.29-3.71,8.63+1.63,3.66,1.35,0.95,2019,Nimes
2,4-4-2,782,104,9,118,13,8.36-0.64,15.12+2.12,-6.76,0.96,1.74,2019,Nimes
3,4-3-3,502,53,1,61,11,4.02+3.02,6.48-4.52,-2.46,0.72,1.16,2019,Nimes
4,4-5-1,191,23,1,18,5,1.57+0.57,5.62+0.62,-4.05,0.74,2.65,2019,Nimes
5,4-2-2-2,95,16,1,14,2,1.58+0.58,1.41-0.59,0.18,1.50,1.33,2019,Nimes
6,4-4-1-1,93,9,1,22,4,1.14+0.14,2.68-1.32,-1.54,1.10,2.59,2019,Nimes
7,5-3-2,80,11,0,10,1,0.64+0.64,0.53-0.47,0.11,0.72,0.60,2019,Nimes
8,4-1-2-1-2,59,16,0,6,0,0.54+0.54,0.79+0.79,-0.25,0.83,1.21,2019,Nimes
9,3-4-1-2,20,3,0,5,1,0.18+0.18,1.39+0.39,-1.22,0.79,6.26,2019,Nimes
1,4-2-3-1,1943,179,25,301,34,20.68-4.32,28.69-5.31,-8.01,0.96,1.33,2019,Amiens
2,4-4-2,349,28,2,47,6,2.98+0.98,5.55-0.45,-2.57,0.77,1.43,2019,Amiens
3,4-4-1-1,121,10,1,23,5,0.66-0.34,2.60-2.40,-1.94,0.49,1.94,2019,Amiens
4,3-4-3,82,4,1,10,2,1.02+0.02,0.77-1.23,0.24,1.11,0.85,2019,Amiens
5,5-4-1,63,5,0,9,2,0.10+0.10,0.69-1.31,-0.59,0.14,0.98,2019,Amiens
6,5-3-2,38,3,2,11,1,0.64-1.36,1.23+0.23,-0.59,1.53,2.91,2019,Amiens
7,4-1-4-1,30,5,0,4,0,0.18+0.18,0.60+0.60,-0.42,0.53,1.80,2019,Amiens
8,4-3-3,11,1,0,4,0,0.07+0.07,0.18+0.18,-0.10,0.61,1.44,2019,Amiens
1,4-2-3-1,615,84,6,98,11,8.39+2.39,9.61-1.39,-1.22,1.23,1.41,2019,Toulouse
2,4-1-4-1,582,67,1,86,10,7.14+6.14,8.87-1.13,-1.73,1.10,1.37,2019,Toulouse
3,4-3-3,488,42,2,74,11,2.76+0.76,8.01-2.99,-5.25,0.51,1.48,2019,Toulouse
4,4-4-2,456,64,9,70,14,8.18-0.82,11.60-2.40,-3.42,1.61,2.29,2019,Toulouse
5,4-4-1-1,149,18,1,37,6,2.43+1.43,4.99-1.01,-2.57,1.47,3.02,2019,Toulouse
6,5-4-1,142,10,1,29,3,1.55+0.55,5.34+2.34,-3.79,0.98,3.39,2019,Toulouse
7,4-2-2-2,94,15,0,11,2,0.82+0.82,1.21-0.79,-0.39,0.78,1.16,2019,Toulouse
8,4-1-2-1-2,60,8,1,8,0,0.55-0.45,0.88+0.88,-0.33,0.82,1.33,2019,Toulouse
9,4-1-3-2,46,9,1,1,1,0.59-0.41,0.02-0.98,0.57,1.16,0.03,2019,Toulouse
1,3-5-2,654,99,13,57,7,13.19+0.19,7.91+0.91,5.28,1.82,1.09,2018,Paris_Saint_Germain
2,3-4-2-1,574,71,16,89,5,12.87-3.13,7.63+2.63,5.24,2.02,1.20,2018,Paris_Saint_Germain
3,4-2-3-1,555,87,24,57,4,19.62-4.38,4.79+0.79,14.84,3.18,0.78,2018,Paris_Saint_Germain
4,4-3-3,528,79,12,69,4,13.86+1.86,6.00+2.00,7.86,2.36,1.02,2018,Paris_Saint_Germain
5,4-4-2,391,71,10,38,6,11.21+1.21,4.27-1.73,6.94,2.58,0.98,2018,Paris_Saint_Germain
6,4-2-2-2,313,63,13,32,2,10.39-2.61,3.81+1.81,6.58,2.99,1.09,2018,Paris_Saint_Germain
7,4-3-1-2,162,39,8,16,0,7.20-0.80,0.79+0.79,6.41,4.00,0.44,2018,Paris_Saint_Germain
8,3-4-1-2,108,15,3,16,2,3.34+0.34,1.97-0.03,1.37,2.78,1.64,2018,Paris_Saint_Germain
9,3-4-3,93,21,3,8,0,3.96+0.96,0.66+0.66,3.31,3.84,0.63,2018,Paris_Saint_Germain
10,4-4-1-1,76,7,0,13,4,0.92+0.92,1.85-2.15,-0.93,1.09,2.19,2018,Paris_Saint_Germain
11,3-1-4-2,52,11,3,5,0,1.98-1.02,0.17+0.17,1.81,3.43,0.29,2018,Paris_Saint_Germain
12,4-1-2-1-2,29,3,0,2,1,0.08+0.08,0.61-0.39,-0.53,0.26,1.90,2018,Paris_Saint_Germain
1,4-2-3-1,3110,433,53,336,32,52.77-0.23,35.52+3.52,17.25,1.53,1.03,2018,Lille
2,4-4-2,339,56,13,30,0,8.58-4.42,3.56+3.56,5.02,2.28,0.94,2018,Lille
3,4-3-3,95,8,1,6,0,1.00,0.56+0.56,0.44,0.95,0.53,2018,Lille
4,4-2-2-2,15,1,0,2,1,0.04+0.04,0.68-0.32,-0.64,0.23,4.09,2018,Lille
5,4-1-4-1,4,1,1,0,0,0.76-0.24,0.00,0.76,17.10,0.00,2018,Lille
1,4-2-3-1,1855,389,39,255,23,45.25+6.25,27.07+4.07,18.18,2.20,1.31,2018,Lyon
2,4-3-3,659,114,12,98,13,12.87+0.87,10.80-2.20,2.07,1.76,1.47,2018,Lyon
3,3-4-1-2,506,87,10,51,7,8.46-1.54,5.96-1.04,2.50,1.50,1.06,2018,Lyon
4,4-1-2-1-2,178,28,3,31,0,2.69-0.31,2.18+2.18,0.52,1.36,1.10,2018,Lyon
5,4-4-1-1,129,19,4,26,2,2.69-1.31,1.46-0.54,1.24,1.88,1.02,2018,Lyon
6,4-3-1-2,77,12,2,8,0,1.22-0.78,0.24+0.24,0.99,1.43,0.27,2018,Lyon
7,3-4-3,61,10,0,5,1,0.66+0.66,0.15-0.85,0.50,0.97,0.22,2018,Lyon
8,3-5-1-1,58,10,0,6,1,0.47+0.47,0.33-0.67,0.14,0.73,0.51,2018,Lyon
9,4-1-4-1,9,2,0,1,0,0.06+0.06,0.01+0.01,0.05,0.64,0.14,2018,Lyon
10,4-2-2-2,8,1,0,0,0,0.01+0.01,0.00,0.01,0.16,0.00,2018,Lyon
1,4-2-3-1,2008,299,36,251,21,36.12+0.12,28.83+7.83,7.29,1.62,1.29,2018,Saint-Etienne
2,3-4-1-2,840,99,8,128,9,12.40+4.40,11.77+2.77,0.63,1.33,1.26,2018,Saint-Etienne
3,3-4-3,198,29,3,25,2,3.40+0.40,3.19+1.19,0.21,1.55,1.45,2018,Saint-Etienne
4,4-4-1-1,145,23,4,20,3,2.99-1.01,1.69-1.31,1.30,1.85,1.05,2018,Saint-Etienne
5,3-4-2-1,127,18,4,8,0,3.22-0.78,0.80+0.80,2.42,2.28,0.57,2018,Saint-Etienne
6,4-4-2,83,4,1,11,2,1.23+0.23,0.35-1.65,0.88,1.33,0.37,2018,Saint-Etienne
7,4-3-2-1,81,10,3,14,1,1.98-1.02,0.61-0.39,1.37,2.20,0.67,2018,Saint-Etienne
8,3-5-2,31,1,0,3,1,0.58+0.58,0.63-0.37,-0.05,1.69,1.83,2018,Saint-Etienne
9,3-5-1-1,23,1,0,10,1,0.10+0.10,1.68+0.68,-1.58,0.38,6.58,2018,Saint-Etienne
10,4-3-3,23,7,0,1,1,0.22+0.22,0.45-0.55,-0.23,0.85,1.76,2018,Saint-Etienne
11,4-1-3-2,19,8,0,3,0,0.30+0.30,0.30+0.30,-0.00,1.40,1.41,2018,Saint-Etienne
1,4-2-3-1,1986,313,36,228,29,32.63-3.37,26.40-2.60,6.24,1.48,1.20,2018,Marseille
2,4-4-2,569,83,10,60,6,8.08-1.92,5.42-0.58,2.66,1.28,0.86,2018,Marseille
3,4-3-3,500,64,8,56,8,5.90-2.10,4.80-3.20,1.10,1.06,0.86,2018,Marseille
4,4-4-1-1,127,17,2,19,4,0.70-1.30,3.02-0.98,-2.32,0.50,2.14,2018,Marseille
5,3-4-3,122,19,1,11,1,2.77+1.77,1.30+0.30,1.47,2.04,0.96,2018,Marseille
6,5-3-2,91,15,1,11,2,1.15+0.15,1.91-0.09,-0.76,1.14,1.89,2018,Marseille
7,3-5-2,80,11,1,6,1,1.65+0.65,1.60+0.60,0.05,1.86,1.80,2018,Marseille
8,3-4-1-2,31,3,0,3,0,0.18+0.18,0.11+0.11,0.07,0.53,0.33,2018,Marseille
9,3-4-2-1,22,2,1,1,1,0.29-0.71,0.69-0.31,-0.40,1.17,2.82,2018,Marseille
10,5-4-1,16,0,0,3,0,0.00,0.16+0.16,-0.16,0.00,0.90,2018,Marseille
11,4-2-2-2,11,2,0,1,0,0.29+0.29,0.15+0.15,0.14,2.35,1.22,2018,Marseille
1,3-4-1-2,1601,228,22,169,16,22.56+0.56,14.11-1.89,8.45,1.27,0.79,2018,Montpellier
2,3-4-2-1,1003,118,12,167,13,10.62-1.38,16.54+3.54,-5.91,0.95,1.48,2018,Montpellier
3,3-4-3,193,29,3,19,4,2.96-0.04,3.95-0.05,-0.99,1.38,1.84,2018,Montpellier
4,3-5-2,179,36,7,18,0,5.73-1.27,1.37+1.37,4.36,2.88,0.69,2018,Montpellier
5,4-4-1-1,172,31,2,26,1,1.86-0.14,3.07+2.07,-1.21,0.97,1.61,2018,Montpellier
6,5-3-2,94,16,2,11,2,2.05+0.05,0.82-1.18,1.23,1.97,0.79,2018,Montpellier
7,3-1-4-2,69,10,1,7,2,0.46-0.54,1.18-0.82,-0.72,0.60,1.54,2018,Montpellier
8,4-4-2,65,19,3,8,1,1.95-1.05,0.33-0.67,1.62,2.70,0.46,2018,Montpellier
9,4-3-1-2,50,9,0,6,1,0.64+0.64,1.23+0.23,-0.58,1.16,2.21,2018,Montpellier
10,5-4-1,37,5,0,9,0,0.15+0.15,0.59+0.59,-0.44,0.37,1.43,2018,Montpellier
11,4-1-2-1-2,30,0,0,1,0,0.00,0.01+0.01,-0.01,0.00,0.03,2018,Montpellier
12,4-2-3-1,23,2,1,5,1,0.39-0.61,0.56-0.44,-0.17,1.54,2.21,2018,Montpellier
13,3-5-1-1,20,2,0,1,0,0.33+0.33,0.03+0.03,0.30,1.50,0.14,2018,Montpellier
14,4-1-4-1,18,5,0,2,1,0.17+0.17,0.36-0.64,-0.19,0.85,1.79,2018,Montpellier
15,4-5-1,8,0,0,2,0,0.00,0.02+0.02,-0.02,0.00,0.22,2018,Montpellier
1,4-3-3,1663,230,16,227,19,25.33+9.33,25.40+6.40,-0.07,1.37,1.37,2018,Nice
2,3-5-2,550,54,5,69,6,3.60-1.40,8.58+2.58,-4.98,0.59,1.40,2018,Nice
3,3-4-2-1,270,30,2,31,1,4.82+2.82,2.56+1.56,2.26,1.61,0.85,2018,Nice
4,3-4-1-2,226,33,3,38,1,3.61+0.61,2.81+1.81,0.79,1.44,1.12,2018,Nice
5,5-4-1,188,11,0,32,3,1.08+1.08,2.96-0.04,-1.88,0.52,1.42,2018,Nice
6,4-1-4-1,142,13,0,19,1,0.61+0.61,1.76+0.76,-1.15,0.39,1.12,2018,Nice
7,3-4-3,140,18,1,16,2,1.14+0.14,1.35-0.65,-0.21,0.73,0.87,2018,Nice
8,5-3-2,139,9,1,38,0,1.17+0.17,2.63+2.63,-1.46,0.76,1.71,2018,Nice
9,4-5-1,108,10,1,16,1,0.93-0.07,0.98-0.02,-0.05,0.77,0.82,2018,Nice
10,3-2-4-1,61,11,0,10,1,0.52+0.52,1.48+0.48,-0.95,0.77,2.18,2018,Nice
11,4-4-1-1,41,12,1,2,0,1.73+0.73,0.14+0.14,1.59,3.79,0.31,2018,Nice
12,3-5-1-1,22,5,0,4,0,1.29+1.29,0.28+0.28,1.01,5.26,1.13,2018,Nice
13,4-2-2-2,8,3,0,0,0,0.23+0.23,0.00,0.23,2.54,0.00,2018,Nice
14,4-2-3-1,7,1,0,0,0,0.01+0.01,0.00,0.01,0.19,0.00,2018,Nice
15,4-4-2,4,1,0,0,0,0.05+0.05,0.00,0.05,1.20,0.00,2018,Nice
1,4-2-3-1,2736,314,33,334,28,30.37-2.63,33.45+5.45,-3.09,1.00,1.10,2018,Reims
2,4-3-3,344,40,2,46,2,3.30+1.30,2.76+0.76,0.54,0.86,0.72,2018,Reims
3,4-1-4-1,238,25,3,37,8,1.99-1.01,5.33-2.67,-3.34,0.75,2.02,2018,Reims
4,4-1-2-1-2,71,8,0,4,0,0.60+0.60,0.09+0.09,0.51,0.76,0.12,2018,Reims
5,4-5-1,66,7,0,13,1,0.41+0.41,1.59+0.59,-1.18,0.56,2.17,2018,Reims
6,4-4-1-1,61,4,1,9,3,0.33-0.67,1.47-1.53,-1.14,0.49,2.17,2018,Reims
7,4-4-2,56,8,0,10,0,0.35+0.35,0.67+0.67,-0.32,0.57,1.07,2018,Reims
1,4-4-2,1682,230,28,243,24,21.22-6.78,28.36+4.36,-7.14,1.14,1.52,2018,Nimes
2,4-3-3,1219,211,18,150,25,20.00+2.00,17.92-7.08,2.08,1.48,1.32,2018,Nimes
3,4-1-4-1,383,44,5,52,5,6.38+1.38,6.17+1.17,0.21,1.50,1.45,2018,Nimes
4,4-2-2-2,104,14,1,24,2,0.76-0.24,2.74+0.74,-1.99,0.66,2.38,2018,Nimes
5,4-2-3-1,56,9,3,3,1,1.05-1.95,0.40-0.60,0.64,1.68,0.65,2018,Nimes
6,4-4-1-1,46,9,2,4,0,0.69-1.31,0.39+0.39,0.30,1.35,0.76,2018,Nimes
7,4-5-1,45,4,0,7,1,0.18+0.18,0.61-0.39,-0.43,0.36,1.22,2018,Nimes
8,4-3-1-2,29,0,0,4,0,0.00,0.13+0.13,-0.13,0.00,0.40,2018,Nimes
1,4-2-3-1,1378,190,22,174,23,22.28+0.28,16.24-6.76,6.05,1.46,1.06,2018,Rennes
2,4-4-2,1041,113,18,171,15,14.75-3.25,17.48+2.48,-2.73,1.28,1.51,2018,Rennes
3,4-1-4-1,465,59,6,44,4,9.30+3.30,4.78+0.78,4.53,1.80,0.92,2018,Rennes
4,4-4-1-1,444,70,6,66,7,9.18+3.18,6.80-0.20,2.38,1.86,1.38,2018,Rennes
5,4-3-3,115,24,1,7,1,2.93+1.93,0.76-0.24,2.17,2.30,0.60,2018,Rennes
6,5-3-2,93,16,2,15,2,1.49-0.51,2.48+0.48,-0.99,1.44,2.40,2018,Rennes
7,3-5-1-1,14,1,0,1,0,0.28+0.28,0.10+0.10,0.19,1.83,0.62,2018,Rennes
1,3-5-2,660,76,8,74,11,6.82-1.18,11.60+0.60,-4.78,0.93,1.58,2018,Strasbourg
2,3-4-1-2,492,62,10,69,5,6.12-3.88,5.83+0.83,0.29,1.12,1.07,2018,Strasbourg
3,5-4-1,380,25,5,75,5,2.56-2.44,8.23+3.23,-5.67,0.61,1.95,2018,Strasbourg
4,4-2-3-1,379,47,8,50,5,4.81-3.19,4.51-0.49,0.30,1.14,1.07,2018,Strasbourg
5,3-5-1-1,350,36,8,52,3,4.05-3.95,3.59+0.59,0.46,1.04,0.92,2018,Strasbourg
6,3-1-4-2,294,33,4,43,4,4.89+0.89,4.32+0.32,0.57,1.50,1.32,2018,Strasbourg
7,5-3-2,282,46,2,38,3,3.85+1.85,2.94-0.06,0.91,1.23,0.94,2018,Strasbourg
8,3-4-2-1,186,21,4,20,1,3.81-0.19,1.08+0.08,2.73,1.84,0.52,2018,Strasbourg
9,4-3-3,154,18,4,23,2,2.01-1.99,2.61+0.61,-0.60,1.17,1.52,2018,Strasbourg
10,4-1-2-1-2,110,12,1,16,4,1.16+0.16,2.27-1.73,-1.12,0.95,1.86,2018,Strasbourg
11,4-4-1-1,98,9,1,16,2,0.80-0.20,1.39-0.61,-0.58,0.74,1.27,2018,Strasbourg
12,4-4-2,81,7,2,14,3,0.57-1.43,0.96-2.04,-0.39,0.63,1.07,2018,Strasbourg
13,4-3-1-2,49,8,0,3,0,0.25+0.25,0.79+0.79,-0.54,0.45,1.44,2018,Strasbourg
14,3-4-3,22,5,1,2,0,0.69-0.31,0.13+0.13,0.56,2.83,0.52,2018,Strasbourg
15,4-5-1,13,0,0,3,0,0.00,0.26+0.26,-0.26,0.00,1.81,2018,Strasbourg
1,4-3-3,1709,274,29,169,23,27.23-1.77,18.99-4.01,8.24,1.43,1.00,2018,Nantes
2,4-2-3-1,745,92,7,85,14,9.19+2.19,13.40-0.60,-4.22,1.11,1.62,2018,Nantes
3,4-1-4-1,368,53,4,61,3,3.93-0.07,5.21+2.21,-1.28,0.96,1.27,2018,Nantes
4,3-1-4-2,250,34,5,32,6,4.23-0.77,6.15+0.15,-1.92,1.52,2.22,2018,Nantes
5,3-4-2-1,96,9,0,7,0,0.93+0.93,0.88+0.88,0.04,0.87,0.83,2018,Nantes
6,3-4-1-2,88,12,1,12,0,1.16+0.16,0.35+0.35,0.81,1.18,0.36,2018,Nantes
7,3-5-2,85,15,1,10,0,1.03+0.03,1.19+1.19,-0.16,1.09,1.26,2018,Nantes
8,3-5-1-1,79,8,0,19,1,0.37+0.37,1.61+0.61,-1.25,0.42,1.84,2018,Nantes
9,4-4-1-1,62,5,0,5,1,0.22+0.22,0.28-0.72,-0.06,0.32,0.40,2018,Nantes
10,4-4-2,45,6,1,3,0,0.58-0.42,0.15+0.15,0.42,1.16,0.31,2018,Nantes
11,4-3-1-2,25,8,0,1,0,0.46+0.46,0.03+0.03,0.43,1.67,0.12,2018,Nantes
12,5-3-2,12,1,0,2,0,0.11+0.11,0.07+0.07,0.04,0.81,0.54,2018,Nantes
13,4-1-2-1-2,12,1,0,1,0,0.01+0.01,0.02+0.02,-0.02,0.07,0.19,2018,Nantes
1,4-1-4-1,1408,196,20,165,24,22.37+2.37,20.63-3.37,1.74,1.43,1.32,2018,Angers
2,4-3-3,1210,157,13,152,15,17.34+4.34,16.16+1.16,1.18,1.29,1.20,2018,Angers
3,3-5-1-1,190,19,1,26,0,1.42+0.42,2.60+2.60,-1.18,0.67,1.23,2018,Angers
4,5-4-1,179,18,3,32,0,2.44-0.56,2.11+2.11,0.34,1.23,1.06,2018,Angers
5,3-5-2,177,22,1,16,3,2.26+1.26,1.84-1.16,0.43,1.15,0.93,2018,Angers
6,4-2-3-1,94,21,3,14,4,2.63-0.37,1.21-2.79,1.41,2.51,1.16,2018,Angers
7,3-1-4-2,94,7,1,24,1,1.02+0.02,1.63+0.63,-0.61,0.98,1.56,2018,Angers
8,3-4-3,94,8,0,8,1,0.33+0.33,0.62-0.38,-0.29,0.32,0.59,2018,Angers
9,5-3-2,87,7,2,16,1,0.74-1.26,1.12+0.12,-0.38,0.76,1.16,2018,Angers
10,4-4-1-1,24,1,0,7,0,0.04+0.04,0.14+0.14,-0.11,0.14,0.53,2018,Angers
1,4-2-3-1,1602,214,20,238,19,18.94-1.06,26.44+7.44,-7.49,1.06,1.49,2018,Bordeaux
2,4-3-3,1004,125,9,126,8,10.43+1.43,11.59+3.59,-1.16,0.94,1.04,2018,Bordeaux
3,3-4-2-1,313,33,2,39,6,3.88+1.88,5.03-0.97,-1.15,1.12,1.45,2018,Bordeaux
4,4-4-1-1,239,13,0,46,3,0.72+0.72,3.74+0.74,-3.02,0.27,1.41,2018,Bordeaux
5,4-1-4-1,190,19,0,17,2,1.16+1.16,2.80+0.80,-1.64,0.55,1.33,2018,Bordeaux
6,3-4-3,158,19,3,25,3,2.95-0.05,2.64-0.36,0.31,1.68,1.50,2018,Bordeaux
7,4-4-2,70,5,0,7,1,0.23+0.23,0.68-0.32,-0.45,0.30,0.88,2018,Bordeaux
1,4-2-3-1,1296,163,13,157,23,12.92-0.08,16.42-6.58,-3.50,0.90,1.14,2018,Amiens
2,4-4-2,1019,129,9,118,7,15.53+6.53,9.76+2.76,5.77,1.37,0.86,2018,Amiens
3,4-3-3,693,50,8,125,11,4.23-3.77,12.40+1.40,-8.17,0.55,1.61,2018,Amiens
4,4-4-1-1,216,20,0,40,6,1.26+1.26,3.58-2.42,-2.32,0.53,1.49,2018,Amiens
5,4-5-1,142,8,0,29,3,0.87+0.87,2.61-0.39,-1.74,0.55,1.65,2018,Amiens
6,3-4-1-2,142,15,0,18,2,0.86+0.86,3.40+1.40,-2.55,0.54,2.16,2018,Amiens
7,3-4-2-1,57,2,1,11,0,0.06-0.94,0.79+0.79,-0.73,0.09,1.24,2018,Amiens
8,5-3-2,7,1,0,3,0,0.05+0.05,0.22+0.22,-0.16,0.69,2.77,2018,Amiens
1,4-2-3-1,1824,246,16,272,27,23.79+7.79,25.78-1.22,-1.99,1.17,1.27,2018,Toulouse
2,4-3-3,334,39,3,48,8,3.29+0.29,6.16-1.84,-2.88,0.89,1.66,2018,Toulouse
3,3-4-3,332,36,3,61,4,3.08+0.08,5.52+1.52,-2.44,0.83,1.50,2018,Toulouse
4,4-1-4-1,331,43,5,56,5,4.97-0.03,6.01+1.01,-1.05,1.35,1.64,2018,Toulouse
5,3-4-2-1,210,20,2,34,2,2.47+0.47,2.47+0.47,0.00,1.06,1.06,2018,Toulouse
6,4-4-1-1,184,19,3,35,2,2.32-0.68,3.51+1.51,-1.19,1.14,1.72,2018,Toulouse
7,5-4-1,159,13,1,25,4,0.93-0.07,4.38+0.38,-3.44,0.53,2.48,2018,Toulouse
8,3-5-1-1,88,6,2,14,1,1.67-0.33,1.11+0.11,0.56,1.71,1.14,2018,Toulouse
9,3-4-1-2,46,5,0,13,2,0.16+0.16,0.61-1.39,-0.45,0.31,1.19,2018,Toulouse
10,4-3-2-1,29,5,0,2,0,0.37+0.37,0.07+0.07,0.30,1.14,0.20,2018,Toulouse
11,4-4-2,21,2,0,5,0,0.08+0.08,0.84+0.84,-0.75,0.35,3.58,2018,Toulouse
12,5-3-2,18,0,0,3,2,0.00,1.34-0.66,-1.34,0.00,6.69,2018,Toulouse
1,4-2-3-1,1860,260,23,215,28,28.32+5.32,26.81-1.19,1.51,1.37,1.30,2018,Monaco
2,4-4-2,479,65,5,45,3,4.42-0.58,4.83+1.83,-0.41,0.83,0.91,2018,Monaco
3,4-1-4-1,332,33,5,47,5,4.44-0.56,3.83-1.17,0.62,1.20,1.04,2018,Monaco
4,4-3-2-1,166,21,2,16,4,2.33+0.33,1.25-2.75,1.07,1.26,0.68,2018,Monaco
5,3-5-2,161,23,1,24,3,2.12+1.12,2.72-0.28,-0.61,1.18,1.52,2018,Monaco
6,4-4-1-1,156,18,0,26,5,0.99+0.99,3.28-1.72,-2.29,0.57,1.89,2018,Monaco
7,3-4-2-1,101,6,0,9,1,1.08+1.08,1.16+0.16,-0.08,0.96,1.03,2018,Monaco
8,3-4-3,96,13,1,6,1,0.99-0.01,1.26+0.26,-0.26,0.93,1.18,2018,Monaco
